SNname,HostName,PSN,type,redshift,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,UVM2_DatPoints,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm,Hubble_dm_err,Hubble_dm_ref,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,year,broadtype,standardtype
OGLE15sd, , ,SLSN-I,0.56, ,2,34217,'01:42:21.46,-71:47:15.6,0.116,0.0116,S_F_2011, , , , , , , , , , , , ,2,u_w1, , , , , , ,0, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,SLSN-I
OGLE15qz, , ,SLSN-I,0.63, ,1, ,'03:08:35.88,-70:30:41.6,0.085,0.0085,S_F_2011, , , , , , , , , , , , ,1,w2, , , , , , ,0, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,SLSN-I
LSQ15abl, , ,SLSN-II,0.1,CSS,20,33749_33755,'09:40:29.50,-04:11:32.3,0.115,0.0115,S_F_2011, , , , , , , , , , , ,none,2,all6, , , , , , ,24, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
Gaia15acw,NGC 2668,PSNJ08492024+3642572,II,0.025114, ,4, ,'08:49:20.24,+36:42:57.2,0.085,0,"Brown_walker_2020,S_F_2011",8h49m22.5574s,36d42m37.2276s,186.159217,38.589652,Sab,7529,9,7757,15, , ,GI12,3,all, ,x, , , , , ,35.097024,0.371806515,HF, ,35.097024,0.371806515,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
DES15S2nr, , ,SLSN-I,0.22, ,8,34075, , , , , , , , , , , , , , , , ,done,9,30d5, , , , , , ,4, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,SLSN-I
ASASSN-15uw,2MASX J02353437-0603496, ,Ia,0.030811, ,3,34251,'02:35:34.307,-06:03:46.97,0.072,0.0072,S_F_2011,2h35m34.3561s,-6d03m50.021s,177.249919,-57.498961, ,9237,45,9001,47, , ,done,3,2238, , , , , , ,0,35.54099224,0.364522831,HF, ,35.54099224,0.364522831,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15ut,NGC 88, ,Ia-pec,0.011471, ,4,34247,'00:21:21.090,-48:38:30.34,0.04,0,"Brown_walker_2020,S_F_2011",0h21m22.132s,-48d38m24.28s,316.107296,-67.711584,SB(rs)0/a: pec LINER,3439,19,3487,26, , ,done,3,223f, , , , , , ,2,33.3954984,0.453740746,HF, ,33.3954984,0.453740746,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia-pec
ASASSN-15um,2MASX J05395948-8022191, ,Ic,0.02, ,6,34239,'05:40:05.191,-80:22:22.63,0.34,0.034,S_F_2011,5h39m59.489s,-80d22m19.18s,292.37362,-29.683916, ,9237,45,9001,47, , ,done,3.5,4 UV, ,x, , , , , ,35.54099224,0.364522831,HF, ,35.54099224,0.364522831,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,Ic
ASASSN-15uh,KUG 0925+693, ,Ia-91T,0.0135, ,10,34231,'09:30:13.694,+69:07:02.54,0.402,0.0402,S_F_2011,9h30m14.414s,69d07m07.64s,143.58084,38.951783, , , , , , , ,done,3,223f, , , , , , ,0, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia-91T
ASASSN-15ua,GALEXASC J133454.49+105906.7, , , , ,10,34230,'13:34:54.473,+10:59:04.69,0.077,0.0077,S_F_2011,13h34m54.4987s,10d59m06.774s,337.361705,70.8917, , , , , , , ,GI13,2.5,223f, , , , , , , , , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0, , 
ASASSN-15ts,2MASX J03344211-2050502, ,Ia,0.059978, ,8,34216,'03:34:42.020,-20:50:47.04,0.077,0.0077,S_F_2011,3h34m42.1228s,-20d50m50.5368s,212.390439,-52.347689,S,17981,31,17730,33, , ,done,2,223f,HV, , , , , ,0,36.98740672,0.351753501,HF, ,36.98740672,0.351753501,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15tj,SDSS J075527.63+520911.1, ,Ia,0.022265, ,10,34214,'07:55:28.670,+52:09:28.44,0.125,0.0125,S_F_2011,7h55m27.642s,52d09m11.06s,166.241469,30.706156, ,6675,37,6833,38, , ,requested,3,223f, , , , , , ,1,34.83559387,0.379177093,HF, ,34.83559387,0.379177093,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15ti,2MASX J03051061+3754003, ,Ia,0.016, ,5, ,'03:05:08.616,+37:54:00.72,0.406,0.0406,S_F_2011,3h05m10.6062s,37d53m59.9928s,150.104643,-17.81554, , , , , , , ,done,3,223f, , , , , , ,7, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15so,NGC 3583, ,Ia,0.007125, ,18, ,'11:14:11.037,+48:19:07.24,0.039,0.0039,S_F_2011,11h14m10.979s,48d19m06.16s,158.116481,61.629279,SB(s)b,2136,6,2604,22, , ,done,3,223f, , , , , , ,11,32.36134376,0.583042714,HF, ,32.36134376,0.583042714,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15sf,APMUKS(BJ) B000853.90-064231.3, ,Ia,0.027, ,6, ,'00:11:27.60,-06:25:38.4,0.083,0.0083,S_F_2011,0h11m27.3242s,-6d25m49.98s,96.472541,-67.225288, , , , , , , ,done,3,2238, , , , , , ,0, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15rw,GALEXASC J021558.44+121415.2, ,Ia,0.0189, ,8,34126,'02:15:58.150,+12:14:14.60,0.372,0.0372,S_F_2011,2h15m58.44s,12d14m15.2s,153.177899,-45.611308, , , , , , , ,done,3,223f, , , , , , ,1, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15rq,GALEXASC J000802.78-363348.1, ,Ia,0.025, ,12,34125,'00:08:03.140,-36:33:51.81,0.035,0.0035,S_F_2011,0h08m02.8s,-36d33m49s,344.495307,-76.829793, , , , , , , ,done,3,223f,UV bright, , , , , ,10, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15qh,ESO 534-G024, ,II,0.010207,PS15cem&LSQ15bed,15, ,'22:45:13.220,-22:43:39.82,0.081,0.0081,S_F_2011,22h45m14.634s,-22d43m50.26s,34.654767,-61.131912,SAB(rs)d:,3060,8,3148,16, , ,done,3,all, ,x, , , , , ,33.14194465,0.477001758,HF, ,33.14194465,0.477001758,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
ASASSN-15qc,UGC 402, ,Ia,0.017649, ,11, ,'00:39:17.980,+03:57:00.14,0.065,0,"Brown_walker_2020,S_F_2011",0h39m18.612s,3d57m08.87s,117.088955,-58.781209,S0,5291,6,5166,18, , ,done,3,all, , , , , , ,0,34.33102633,0.395368805,HF, ,34.33102633,0.395368805,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15pz, , ,Ia-SC,0.014903, ,22,34102, , , , , , , , , , ,4468,9,4413,17, , ,done,2.5,223f, , , , , , ,20,33.96390334,0.413227928,HF, ,33.96390334,0.413227928,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia-SC
ASASSN-15oz,HIPASS J1919-33, ,II,0.006929, ,21, ,'19:19:33.49,-33:46:02.0,0.247,0.0247,S_F_2011,19h19m32.8s,-33d46m03s,4.3158,-20.1132, ,2078,14,2316,20, , ,GI13,3,all6, ,57656,Reynolds_etal_2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.1761R/abstract, , , ,32.30156523,0.594375494,HF,Reynolds_etal_2020,32.30156523,0.594375494,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
ASASSN-15og, , ,Ia-CSM,0.0437,SN2016dvr,6, , , , , , , , , , , ,20428,64,20203,65, , ,done,2,all6,formerlyused0.068forredshift, , , , , ,6,37.26446676,0.351005692,HF, ,37.26446676,0.351005692,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia-CSM
ASASSN-15od,MCG -01-07-04, ,Ia,0.017989, ,9, ,'02:23:13.210,-04:31:02.00,0.07,0,"Brown_walker_2020,S_F_2011",2h23m13.2516s,-4d31m01.5168s,171.048882,-58.532171,               HII,5393,45,5221,46, , ,done,3500,all6, , , , , , ,0,34.37248962,0.395836491,HF, ,34.37248962,0.395836491,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15ns,MRK 887, ,Ia,0.030671, ,1,33925,'16:40:28.02,+39:19:12.8,0.036,0.0036,S_F_2011,16h40m28.0135s,39d19m12.5076s,62.764451,41.401362,Compact,9195,57,9667,59, , , ,1000, ,on nucleus, , , , , , ,35.53109619,0.365173336,HF, ,35.53109619,0.365173336,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15mj,PGC 2036567, ,Ib,0.0344, ,9,33883,'14:02:15.640,+33:39:40.29,0.039,0.0039,S_F_2011,14h02m16.1762s,33d39m41.22s, , , , , , , , , ,GI13,3,all6, , , , , , ,3, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,Ib
ASASSN-15lh,A220215-6139, ,SLSN-I,0.2326,SN2015L,100, ,'22:02:15.45,-61:39:34.6,0.094,0.0094,S_F_2011, , , , , , , , , , , ,faint,6, , , , , , , ,88, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,SE CC,SLSN-I
ASASSN-15kg,2MASX J08401168-0435369, ,Ia-pec?,0.014257, ,3,33810,'08:40:12.010,-04:35:31.00,0.057,0.0057,S_F_2011,8h40m11.6773s,-4d35m37.1148s,230.396829,21.644036,               HII,4274,22,4544,35, , ,done,3,all6, , , , , , ,0,33.86751011,0.419486548,HF, ,33.86751011,0.419486548,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0, , 
ASASSN-15hy,Unknown, ,Ia-SC,0.025, ,20,33762,'20:10:02.350,-00:44:21.31,0.41,0.041,S_F_2011, , , , , , , , , , , ,none,2,all6, , , , , , , , , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia-SC
ASASSN-15hx,GALEXASC J134316.80-313318.2, ,Ia,0.01?, ,15, ,'13:43:16.692,-31:33:21.55,0.131,0.0131,S_F_2011,13h43m16.8s,-31d33m20s,315.684954,30.029661, , , , , , , ,none,2,all6, , , , , , , , , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15hf,ESO 375-G41, ,Ia,0.006178, ,8,33743,'10:29:30.76,-35:15:35.2,0.266,0.0266,S_F_2011,10h29m31.007s,-35d15m35.45s,272.813145,19.180255,S0-,1852,37,1764,44, , ,done,2,all6, , , , , , , ,32.05154243,0.649688413,HF, ,32.05154243,0.649688413,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15ga,NGC 4866, ,Ia-99by,0.006631, ,4, ,'12:59:27.292,+14:10:15.79,0.074,0.0074,S_F_2011,12h59m27.14s,14d10m15.78s,311.539062,76.908649,SB(rs)bc;HII   Sbrst,1988,5,1019,67, , ,done,4, ,nearcenterofhost, , , , , ,0,32.20541942,0.611349844,HF, ,32.20541942,0.611349844,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0, , 
ASASSN-15fz,NGC 5227, ,II,0.017479, ,2, ,'13:35:25.14,+01:24:33.0,0.066,0.0066,S_F_2011,13h35m24.5507s,1d24m38.0789s,327.061109,62.204547,(R')SB(r)b     NLAGN,5240,9,5910,43, , ,m2;w1 done,13, , ,x, , , , , ,34.30999395,0.396303937,HF, ,34.30999395,0.396303937,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
ASASSN-15fi,MRK 884, ,II,0.017182, ,4,33717,'16:31:48.800,+20:24:38.50,0.153,0.0153,S_F_2011,16h31m48.7606s,20d24m38.7468s,37.82749,39.518945,Pec,5151,4,5746,24, , ,done,3,5noB,30ed_bright star?,x, , , , ,0,34.27279527,0.397828538,HF, ,34.27279527,0.397828538,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,II,II
ASASSN-15cq,CGCG 218-007, ,Ia,0.027276, ,5,33630,'13:23:48.460,+43:17:59.11,0.035,0.0035,S_F_2011,13h23m48.4522s,43d18m04.2768s,102.956189,72.549463,Sy2,8177,32,8677,38, , ,done, , , , , , , , ,2,35.27630751,0.368648916,HF, ,35.27630751,0.368648916,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15ar,CGCG 439-010, ,Ia,0.02882, ,7, ,'02:28:20.360,+10:23:03.87,0.293,0.0293,S_F_2011,2h28m21.6701s,10d22m55.7004s,158.268338,-45.734887, ,8640,31,8400,35, , ,done,5,all, , , , , , ,0,35.39590623,0.366443758,HF, ,35.39590623,0.366443758,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
ASASSN-15aj,NGC 3449, ,Ia,0.010921, ,9, ,'10:52:53.260,-32:55:34.86,0.205,0.0205,S_F_2011,10h52m53.65s,-32d55m39.47s,275.98482,23.667932,SA(s)ab:,3274,6,3328,26, , ,done,3,all, , , , , , ,2,33.28873089,0.46253525,HF, ,33.28873089,0.46253525,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,Ia,Ia
iPTF14x,WISEA J140427.10+485556.7,,SNII,0.0478,,,,14 04 27.2648,+48 55 55.6914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,II,II
iPTF14to,UGC 10373,,SNII,0.02562,PS1-14pi,,,16 24 42.565,+07 10 55.4689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,II,II
iPTF14gik,WISEA J011314.78+090209.3,,SLSN-IIn,0.1237,,,,01 13 14.8727,+09 02 07.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,n,SLSN-II
iPTF14flu,WISEA J231811.02+355216.0,,SNII,0.0627,,,,23 18 10.8237,+35 52 11.6105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,II,II
iPTF14cvn,SDSS J152219.14+070630.0,,SNII,0.03395,,,,15 22 19.1077,+07 06 28.5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,II,II
iPTF14bdn,,,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia
iPTF14bdn,UGC 8503, ,Ia-99aa,0.01588, ,47, ,'13:30:44.88,+32:45:42.4,0.031,0.0031,S_F_2011,13h30m45.0622s,32d45m37.9908s,68.799225,79.798255,Im,4662,4,5248,27, , ,done,10,all/u/v grisms, , , , , , ,13,34.05619886,0.408156854,HF, ,34.05619886,0.408156854,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0, , 
iPTF14atg,,,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia
iPTF14atg, , ,Ia,0.021405,ASASSN-14bd, , , , , , , , , , , , , , , , , , ,done, , ,shock?, , , , , ,10, , , , , , ,, , , , , , ,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia
iPTF14aki,SDSS J142041.70+031603.6,,SNIbn,0.064,,,,14 20 41.7094,+03 16 01.4243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,n,Ibn
PS1-14xw,NGC 6240, ,Ia,0.02448, ,9, ,'16:52:57.63,+02:23:36.5,0.204,0.0204,S_F_2011,16h52m58.861s,2d24m03.55s,20.728931,27.291066,I0: pec;LINER  Sy2,7339,9,7942,29, , ,done,8, , , , , , ,SN2010gp,5,35.04152196,0.37305121,HF, ,35.04152196,0.37305121,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia
LSQ14pt, , ,IIn,0.059, ,9, ,'12:46:21.37,-20:24:49.2,0.158,0.0158,S_F_2011, , , , , , , , , , , ,GI12,2,all, , , , , , , , , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,n,IIn
LSQ14mo, , ,SLSN-I,0.25, ,15, ,'10:22:41.53,-16:55:14.4,0.196,0.0196,S_F_2011, , , , , , , , , , , ,done,4,u+UV, , , , , , ,1, , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,SE CC,SLSN-I
CSS141028, ,PSNJ08181390+0445527,Ib,0.009,CSS141028-081814+044553,2, , , , , , , , , , , , , , , , , , ,3,al, , , , , , , , , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,SE CC,Ib
CSS140914, , ,Ia,0.03,CSS140914-010107-101840,8, , , , , , , , , , , ,600, ,886,11, , ,done,3,all, , , , , , ,0,29.60409377, ,HF, ,29.60409377, ,, , ,ref, , ,YES,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia
CSS14, , ,IIn,0.033,CSS140222:112037+302809,5, , , , , , , , , , , , , , , , , ,short,5,all, , , , , , , , , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,n,IIn
ASASSN-14ms,SDSS J130408.52+521846.4, ,Ibn,0.054, ,2, ,'13:04:08.69,+52:18:46.5,0.031,0.0031,S_F_2011,13h04m08.527s,52d18m46.48s,118.385423,64.703134, , , , , , , , ,2,all,arxiv1711.00862, , , , , , , , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,n,Ibn
ASASSN-14lw,GALEXASC J010647.95-465904.1, ,Ia,0.023, ,12, ,'01:06:49.170,-46:58:59.96,0.037,0.0037,S_F_2011,1h06m47.95s,-46d59m04.1s,295.286222,-69.915161, , , , , , , ,done,4,UV, , , , , , ,12, , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia
ASASSN-14lp,NGC 4666, ,Ia,0.0051, ,27, ,'12:45:09.10,-00:27:32.4,0.065,0,"Brown_walker_2020,S_F_2011",12h45m08.676s,-0d27m42.88s,299.537333,62.368367,SABc:;HII      LINER,1529,5,2005,40, , ,done,4, , , , , , , ,13,31.63537494,0.740658962,HF, ,31.63537494,0.740658962,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia
ASASSN-14kr,GALEXASC J125413.02-073849.5, ,Ia,0.014, ,3, ,'12:54:13.150,-07:38:57.46,0.093,0.0093,S_F_2011,12h54m13s,-7d38m49s,304.139478,55.217991, , , , , , , ,needs,3, , , , , , , , , , , , , , ,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia
ASASSN-14kd,2MASX J22532475+0447583, ,Ia-91T,0.026, ,9, ,'22:53:24.95,+04:47:57.3,0.182,0.0182,S_F_2011,22h53m24.7574s,4d47m58.2563s,76.686987,-47.196618, ,8692,0,8639,19, , ,oldIa,4,all, , , , , , ,0,35.40893611,0.365785986,HF, ,35.40893611,0.365785986,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia-91T
ASASSN-14jb, , ,II,0.006031, ,11, , , , , , , , , , , ,1808,3,1912,12, , ,done,2,all, , , , , ,SN2009ip near,8,31.99932965,0.653107017,HF, ,31.99932965,0.653107017,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,II,II
ASASSN-14il,PGC 3093694, ,IIn,0.021989, ,30, ,'00:45:32.55,-14:15:34.6,0.06,0.006,S_F_2011,0h45m32.609s,-14d15m32.81s,116.542398,-77.057622,               HII,6592,45,6462,47, , ,done,2,all, , , , , , ,18,34.80842351,0.380448262,HF, ,34.80842351,0.380448262,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,n,IIn
ASASSN-14ha,NGC 1566, ,II,0.005017, ,27, ,'04:20:01.41,-54:56:17.0,0.024,0.0024,S_F_2011,4h20m00.402s,-54d56m16.5781s,264.310155,-43.393163,(R'_1)SAB(rs)bcSy1,1504,2,1413,15, , ,done, , , , , , , ,SN2010el,10,31.5995767,0.750127324,HF, ,31.5995767,0.750127324,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,II,II
ASASSN-14fd,PGC 43070, ,IIn,0.015367, ,11, ,'12:46:14.768,-40:48:52.53,0.294,0.0294,S_F_2011,12h46m14.8s,-40d48m48s,301.872664,22.048125,I,4607,19,4347,29, , , ,3,all, , , , , , , ,34.03042858,0.410004834,HF, ,34.03042858,0.410004834,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,n,IIn
ASASSN-14fa,ESO 416-G39, ,Ia,0.022589, ,8, ,'02:52:23.06,-31:49:18.0,0.054,0.0054,S_F_2011,2h52m22.3022s,-31d49m02.1567s,230.376711,-63.353057,S0?,6772,30,6666,33, , ,done,5, , , , , , , ,6,34.86692227,0.377967456,HF, ,34.86692227,0.377967456,, , ,ref, , ,ref,,,,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,Ia,Ia
